MRF Item #,Default Item #,New,Main Category,Subcategory 1,Options,Item Name,Price Category,Min Qty,Min -47,48-95,96-239,240-479,480-959,300-599,600-2399,Mfg Code,Setup Charge Applies,Web Copy,Sales Flyer Copy,Ingredient Box (List of Ingredients),Kosher,Made in America,Units/Case,Ship Weight Each,Weight per Case,Dimensional Weight Applies,Description,Product Dimensions L,Product Dimensions W,Product Dimensions H,Additional Description,Addt'l Dimensions L,Addt'l Dimensions W,Addt'l Dimensions H,Imprint Details,Imprint Dimensions L,Imprint Dimensions W,Packaging,Individual Mailing Carton,Extra Bullets,Production Time,Default Inventory Quantity,Virtual Link,Hero Image Filename,Full-Size Filename,Thumbnail Filename,,,,,,,,,,,,,,,,,,,,,,,,,
ESCT121,SCT121,X,9,9,63,English Butter Toffee in Classic Treats Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation. Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 12 pieces of toffee.","Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation. The eggshell blue gift box is foil-stamped in white and tied with a matching satin ribbon and bow.  Each box contains 12 pieces of toffee.",,,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in white on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,ESCT121_HERO.jpg,ESCT121_WEB.jpg,ESCT121_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
ESCT123,CCT123,X,9,9,63,Pecan Turtles in Classic Treats Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 12 turtles.","These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  The eggshell blue gift box is foil-stamped in white and tied with a matching satin ribbon and bow.  Each box contains 12 turtles.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in white on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,ESCT123_HERO.jpg,ESCT123_WEB.jpg,ESCT123_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
ESCT124,CCT124,X,9,9,63,Milk Chocolate Covered Almonds in Classic Treats Gift Box,2,24,12.99,12.99,12.95,12.95,12.89,,,3C,X,"These Milk Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty. Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains five-ounces.","These Milk Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty. The eggshell blue gift box is foil-stamped in white and tied with a matching satin ribbon and bow.  Each box contains five-ounces.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in white on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,ESCT124_HERO.jpg,ESCT124_WEB.jpg,ESCT124_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
ESCT125,ESCT125,X,9,9,63,Dark Chocolate Covered Almonds in Classic Treats Gift Box,2,24,12.99,12.99,12.95,12.95,12.89,,,3C,X,"These Dark Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty. The eggshell blue gift box is foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains five-ounces.","These Dark Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty. The eggshell blue gift box is foil-stamped in white and tied with a matching satin ribbon and bow.  Each box contains five-ounces.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in white on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,ESCT125_HERO.jpg,ESCT125_WEB.jpg,ESCT125_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
ESCT129,SCT129,X,9,9,63,Peppermint Bark in Classic Treats Gift Box,2,24,14.99,14.99,14.95,14.95,14.89,,,3C,X,"Our Peppermint Bark adds a delightful twist to the classic candy cane. We begin with a delicious, creamy confection on top of a layer of dark chocolate, then add a touch of genuine peppermint oil and a generous sprinkling of real candy cane bits.   Just break into pieces to share and enjoy! Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains five-ounces.","Our Peppermint Bark adds a delightful twist to the classic candy cane. We begin with a delicious, creamy confection on top of a layer of dark chocolate, then add a touch of genuine peppermint oil and a generous sprinkling of real candy cane bits.   Just break into pieces to share and enjoy! The eggshell blue gift box is foil-stamped in white and tied with a matching satin ribbon and bow.  Each box contains five-ounces.",,,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in white on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,ESCT129_HERO.jpg,ESCT129_WEB.jpg,ESCT129_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
ESCT143,CCT143,X,9,9,63,Cocoa Dusted Truffles in Classic Treats Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish. Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 11 truffles.","Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish. The eggshell blue gift box is foil-stamped in white and tied with a matching satin ribbon and bow.  Each box contains 11 pieces.",,,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in white on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,ESCT143_HERO.jpg,ESCT143_WEB.jpg,ESCT143_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
G6018I,G6018I,X,10,,94,Golden Delights Tower,6,8,69.95,69.65,68.95,,,,,3C,X,"This golden tower is nearly overflowing with an expertly balanced combination of sweet and salty flavors to satisfy every recipient. It features an assortment of traditional favorites: delicious Chocolate Covered Almonds, Cocoa Dusted Truffles, Almond Pecan Caramel Corn, Seasoned Pretzels, Chocolate Covered Oreos®; and for the final touch, two pieces of Godiva® Chocolate. Your logo is foil-stamped in gold on your choice of sheer burgundy or ivory satin ribbon. This is a scrumptious selection that is sure to delight all who are lucky enough to receive it! Serves 8-12.","This golden tower is nearly overflowing with an expertly balanced combination of sweet and salty flavors to satisfy every recipient. It features an assortment of traditional favorites: delicious Chocolate Covered Almonds, Cocoa Dusted Truffles, Almond Pecan Caramel Corn, Seasoned Pretzels, Chocolate Covered Oreos®; and for the final touch, two pieces of Godiva® Chocolate. Your logo is foil-stamped in gold on ivory satin ribbon. This is a scrumptious selection that is sure to delight all who are lucky enough to receive it! Serves 8-12.","Almond Pecan Caramel Corn, 3/4 lb.
Chocolate Covered Almonds, 5 oz.
11 Cocoa Dusted Truffles, 3.5 oz.
Seasoned Pretzels, 1/4 lb.
3 Chocolate Covered Oreos®, 2.4 oz.
2 Pieces of Godiva® Chocolate, .75 oz.",,,6,9,53,X,Tower,6.5,5.75,15.75,,,,,Price includes imprint foil-stamped in gold on ivory ribbon.,3,0.75,Individual mailing carton is included at no charge.,,,5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,G6018I_HERO.jpg,G6018I_WEB.jpg,G6018I_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
G6018SB,G6018I,X,10,,92,Golden Delights Tower,6,8,69.95,69.65,68.95,,,,,3C,X,"This golden tower is nearly overflowing with an expertly balanced combination of sweet and salty flavors to satisfy every recipient. It features an assortment of traditional favorites: delicious Chocolate Covered Almonds, Cocoa Dusted Truffles, Almond Pecan Caramel Corn, Seasoned Pretzels, Chocolate Covered Oreos®; and for the final touch, two pieces of Godiva® Chocolate. Your logo is foil-stamped in gold on your choice of sheer burgundy or ivory satin ribbon. This is a scrumptious selection that is sure to delight all who are lucky enough to receive it! Serves 8-12.","This golden tower is nearly overflowing with an expertly balanced combination of sweet and salty flavors to satisfy every recipient. It features an assortment of traditional favorites: delicious Chocolate Covered Almonds, Cocoa Dusted Truffles, Almond Pecan Caramel Corn, Seasoned Pretzels, Chocolate Covered Oreos®; and for the final touch, two pieces of Godiva® Chocolate. Your logo is foil-stamped in gold on sheer burgundy satin ribbon. This is a scrumptious selection that is sure to delight all who are lucky enough to receive it! Serves 8-12.","Almond Pecan Caramel Corn, 3/4 lb.
Chocolate Covered Almonds, 5 oz.
11 Cocoa Dusted Truffles, 3.5 oz.
Seasoned Pretzels, 1/4 lb.
3 Chocolate Covered Oreos®, 2.4 oz.
2 Pieces of Godiva® Chocolate, .75 oz.",,,6,9,53,X,Tower,6.5,5.75,15.75,,,,,Price includes imprint foil-stamped in gold on sheer burgundy ribbon.,3,0.75,Individual mailing carton is included at no charge.,,,5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,G6018SB_HERO.jpg,G6018SB_WEB.jpg,G6018SB_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
G8005I,G8005SB,X,10,,94,Golden Delights Giant Party Tower,7,6,99.95,98.95,97.95,,,,,3C,X,"Our tallest tower ever! At nearly 2 feet tall, your customers will be thrilled to receive this wonderful gift… and they’ll love opening and enjoying what’s inside! This giant tower features eight boxes filled with nine different gourmet delights, including our Cocoa Dusted Truffles, Chocolate Covered Almonds and Double Dipped Chocolate Pretzels. You’re guaranteed to make everyone happy when you send this giant, delicious gift and it’s perfect for sharing in a large office. Serves 18-24.","Our tallest tower ever! At nearly 2 feet tall, your customers will be thrilled to receive this wonderful gift… and they’ll love opening and enjoying what’s inside! This giant tower features eight boxes filled with nine different gourmet delights, including our Cocoa Dusted Truffles, Chocolate Covered Almonds and Double Dipped Chocolate Pretzels. You’re guaranteed to make everyone happy when you send this giant, delicious gift and it’s perfect for sharing in a large office. Serves 18-24.","Chocolate Sea Salt Caramel Corn, 5 oz.
6 Chocolate Dipped Pretzels, 4.8 oz.
Choice Virginia Peanuts, 6 oz.
Milk Chocolate Covered Almonds, 5 oz.
2 Pieces of Godiva® Chocolate, .75 oz.
11 Cocoa Dusted Truffles, 3.5 oz.
2 Chocolate Dipped Oreos®, 1.5 oz.
Chocolate Covered Peanuts, 6 oz.
Cranberry Walnut Mix, 5 oz.",,,4,14,62,X,Tower,8.125,7.25,23.625,,,,,Price includes imprint foil-stamped in gold on ivory ribbon.,3,0.75,Individual mailing carton is included at no charge.,,,5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,G8005I_HERO.jpg,G8005I_WEB.jpg,G8005I_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
G8005SB,G8005SB,X,10,,92,Golden Delights Giant Party Tower,7,6,99.95,98.95,97.95,,,,,3C,X,"Our tallest tower ever! At nearly 2 feet tall, your customers will be thrilled to receive this wonderful gift… and they’ll love opening and enjoying what’s inside! This giant tower features eight boxes filled with nine different gourmet delights, including our Cocoa Dusted Truffles, Chocolate Covered Almonds and Double Dipped Chocolate Pretzels. You’re guaranteed to make everyone happy when you send this giant, delicious gift and it’s perfect for sharing in a large office. Serves 18-24.","Our tallest tower ever! At nearly 2 feet tall, your customers will be thrilled to receive this wonderful gift… and they’ll love opening and enjoying what’s inside! This giant tower features eight boxes filled with nine different gourmet delights, including our Cocoa Dusted Truffles, Chocolate Covered Almonds and Double Dipped Chocolate Pretzels. You’re guaranteed to make everyone happy when you send this giant, delicious gift and it’s perfect for sharing in a large office. Serves 18-24.","Chocolate Sea Salt Caramel Corn, 5 oz.
6 Chocolate Dipped Pretzels, 4.8 oz.
Choice Virginia Peanuts, 6 oz.
Milk Chocolate Covered Almonds, 5 oz.
2 Pieces of Godiva® Chocolate, .75 oz.
11 Cocoa Dusted Truffles, 3.5 oz.
2 Chocolate Dipped Oreos®, 1.5 oz.
Chocolate Covered Peanuts, 6 oz.
Cranberry Walnut Mix, 5 oz.",,,4,14,62,X,Tower,8.125,7.25,23.625,,,,,Price includes imprint foil-stamped in gold on sheer burgundy ribbon.,3,0.75,Individual mailing carton is included at no charge.,,,5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,G8005SB_HERO.jpg,G8005SB_WEB.jpg,G8005SB_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
