STYLE,BRAND,DESCRIPTION,GROUP,SIZE,RETAIL,
DG520,Devon & Jones,Men's Crown Collection™ Glen Plaid,,S-4XL, $	57.98 ,
DG520W,Devon & Jones,Ladies' Crown Collection™ Glen Plaid,,S-3XL, $	57.98 ,
DG530,Devon & Jones,Men's Crown Collection™ Solid Stretch Twill,,S-4XL, $	57.98 ,
DG530T,Devon & Jones,Men's Tall Crown Collection™ Solid Stretch Twill,,XLT-3XT, $	65.98 ,
DG530W,Devon & Jones,Ladies' Crown Collection™ Solid Stretch Twill,,XS-3XL, $	57.98 ,
DG792,DJ CLASSIC,Adult Bristol Half-Zip Sweater Fleece Jacket,,XS-4XL, $	59.98 ,
DG793,DJ CLASSIC,Men's Bristol Sweater Fleece Jacket,,S-4XL, $	64.98 ,
DG793W,DJ CLASSIC,Ladies' Bristol Sweater Fleece Jacket,,XS-3XL, $	64.98 ,
DP181W,Devon & Jones,Ladies' Perfect Fit™ Ribbon Cardigan,,XS-3XL, $	47.98 ,
DP182W,Devon & Jones,Ladies' Perfect Fit™ Shell T-Shirt,,XS-3XL, $	33.98 ,
DP184W,DJ CLASSIC,Ladies' Perfect Fil Bracelet Length V-Neck Top,,XS-3XL, $	35.98 ,
DP186W,DJ CLASSIC,Perfect Fil Y-Placket Convertible Sleeve Top,,XS-3XL, $	44.98 ,
DP192W,Devon & Jones,Ladies' Perfect Fit™ Ballet Bracelet-Length Knit Top,,XS-3XL, $	35.98 ,
DP462W,DJ CLASSIC,Ladies' Perfect Fit Shawl Collar Cardigan,,XS-3XL, $	59.98 ,
DP625W,DJ CLASSIC,Ladies' Three Quarter Sleeve Stretch Poplin Blouse,,S-3XL, $	37.98 ,
EC1000,ECONSIOUS-BIG ACCESSORIES, 9.17 oz./lin. yd. 100% Organic Cotton Classic Short-Sleeve T-Shirt,COLORS,S-XL, $	17.98 ,
EC1000,ECONSIOUS-BIG ACCESSORIES, 9.17 oz./lin. yd. 100% Organic Cotton Classic Short-Sleeve T-Shirt,COLORS,2XL, $	21.08 ,
EC1000,ECONSIOUS-BIG ACCESSORIES, 9.17 oz./lin. yd. 100% Organic Cotton Classic Short-Sleeve T-Shirt,COLORS,3XL, $	21.96 ,
EC1000,ECONSIOUS-BIG ACCESSORIES, 9.17 oz./lin. yd. 100% Organic Cotton Classic Short-Sleeve T-Shirt,NEUTRALS,S-XL, $	17.84 ,
EC1000,ECONSIOUS-BIG ACCESSORIES, 9.17 oz./lin. yd. 100% Organic Cotton Classic Short-Sleeve T-Shirt,NEUTRALS,2XL, $	20.74 ,
EC1000,ECONSIOUS-BIG ACCESSORIES, 9.17 oz./lin. yd. 100% Organic Cotton Classic Short-Sleeve T-Shirt,NEUTRALS,3XL, $	21.60 ,
EC5500,ECONSIOUS-BIG ACCESSORIES, 11.67 oz./lin. yd. Organic/Recycled Pullover Hood,ALL,XS-XL, $	49.46 ,
EC5500,ECONSIOUS-BIG ACCESSORIES, 11.67 oz./lin. yd. Organic/Recycled Pullover Hood,ALL,2XL, $	54.14 ,
EC5650,ECONSIOUS-BIG ACCESSORIES,Men's 11.67 oz./lin. yd. Organic/Recycled Full-Zip Hood,ALL,XS-XL, $	59.82 ,
EC5650,ECONSIOUS-BIG ACCESSORIES,Men's 11.67 oz./lin. yd. Organic/Recycled Full-Zip Hood,ALL,2XL, $	62.18 ,
EC7000,ECONSIOUS-BIG ACCESSORIES, Organic Cotton Twill Unstructured Baseball Hat,ALL,ONE SIZE, $	12.46 ,
EC7070,ECONSIOUS-BIG ACCESSORIES, Eco Trucker Organic/Recycled,ALL,ONE SIZE, $	12.58 ,
F297,American Apparel,Youth Flex Fleece Zip Hoodie,COLORS,YOUTH S-L, $	48.90 ,
F297,American Apparel,Youth Flex Fleece Zip Hoodie,NEUTRALS,YOUTH S-L, $	46.66 ,
F397,American Apparel,Ladies' Cropped Flex Fleece Zip Hoodie,COLORS,XS-L, $	51.80 ,
F397,American Apparel,Ladies' Cropped Flex Fleece Zip Hoodie,NEUTRALS,XS-L, $	47.92 ,
F496,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Crewneck,COLORS,XXS-XL, $	33.32 ,
F496,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Crewneck,COLORS,2XL, $	36.32 ,
F496,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Crewneck,NEUTRALS,XXS-XL, $	29.08 ,
F496,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Crewneck,NEUTRALS,2XL, $	32.08 ,
F497,American Apparel,Unisex Flex Fleece Zip Hoodie,COLORS,XXS-XL, $	52.78 ,
F497,American Apparel,Unisex Flex Fleece Zip Hoodie,COLORS,2XL, $	55.78 ,
F497,American Apparel,Unisex Flex Fleece Zip Hoodie,NEUTRALS,XXS-XL, $	49.80 ,
F497,American Apparel,Unisex Flex Fleece Zip Hoodie,NEUTRALS,2XL, $	52.78 ,
F498,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Hoodie,COLORS,XXS-XL, $	52.78 ,
F498,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Hoodie,COLORS,2XL, $	55.78 ,
F498,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Hoodie,NEUTRALS,XXS-XL, $	49.80 ,
F498,American Apparel,Unisex Flex Fleece Drop Shoulder Pullover Hoodie,NEUTRALS,2XL, $	52.78 ,
F499,American Apparel,Unisex Flex Fleece Club Jacket,COLORS,XS-XL, $	64.62 ,
F499,American Apparel,Unisex Flex Fleece Club Jacket,COLORS,2XL, $	67.62 ,
F499,American Apparel,Unisex Flex Fleece Club Jacket,NEUTRALS,XS-XL, $	64.62 ,
F499,American Apparel,Unisex Flex Fleece Club Jacket,NEUTRALS,2XL, $	67.62 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,COLORS,S-XL, $	29.92 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,COLORS,2XL, $	35.56 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,COLORS,3XL, $	41.68 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,HEATHERS,S-XL, $	29.40 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,HEATHERS,2XL, $	34.84 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,HEATHERS,3XL, $	40.96 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,NEUTRALS,S-XL, $	26.66 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,NEUTRALS,2XL, $	34.68 ,
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,NEUTRALS,3XL, $	40.82 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,S-XL, $	14.44 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,2XL, $	17.76 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,3XL, $	19.58 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,4XL, $	19.58 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,5XL, $	19.58 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,S-XL, $	13.70 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,2XL, $	16.74 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,3XL, $	18.52 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,4XL, $	18.52 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,5XL, $	18.52 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,S-XL, $	10.58 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,2XL, $	13.88 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,3XL, $	15.70 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,4XL, $	15.70 ,
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,5XL, $	15.70 ,
G180B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,YOUTH XS-XL, $	14.90 ,
G180B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,YOUTH XS-XL, $	13.46 ,
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,HEATHERS,S-XL, $	16.40 ,
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,HEATHERS,2XL, $	20.98 ,
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,COLORS,S-XL, $	16.92 ,
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,COLORS,2XL, $	22.14 ,
G182B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Sweatpants,HEATHERS,YOUTH S-XL, $	16.24 ,
G182B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Sweatpants,COLORS,YOUTH S-XL, $	17.44 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,S-XL, $	17.86 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,2XL, $	22.32 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,3XL, $	24.12 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,4XL, $	24.12 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,5XL, $	24.12 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,S-XL, $	19.02 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,2XL, $	23.30 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,3XL, $	25.10 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,4XL, $	25.10 ,
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,5XL, $	25.10 ,
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,S-XL, $	19.50 ,
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,2XL, $	24.34 ,
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,S-XL, $	18.30 ,
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,2XL, $	23.04 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,S-XL, $	24.54 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,2XL, $	28.14 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,3XL, $	32.02 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,4XL, $	32.02 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,5XL, $	32.02 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,S-XL, $	23.98 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,2XL, $	27.56 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,3XL, $	31.42 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,4XL, $	31.42 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,5XL, $	31.42 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,S-XL, $	22.84 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,2XL, $	26.34 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,3XL, $	30.24 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,4XL, $	30.24 ,
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,5XL, $	30.24 ,
G185B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,YOUTH XS-XL, $	21.84 ,
G185B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Hood,COLORS,YOUTH XS-XL, $	22.50 ,
G185B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,YOUTH XS-XL, $	21.16 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,S-XL, $	26.00 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,2XL, $	32.12 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,3XL, $	34.56 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,4XL, $	34.56 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,5XL, $	34.56 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,S-XL, $	27.20 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,2XL, $	33.72 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,3XL, $	36.16 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,4XL, $	36.16 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,5XL, $	36.16 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,S-XL, $	24.86 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,2XL, $	29.84 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,3XL, $	32.30 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,4XL, $	32.30 ,
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,5XL, $	32.30 ,
G186B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,Youth XS-XL, $	30.86 ,
G186B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,Youth XS-XL, $	29.98 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,S-XL, $	32.66 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,2XL, $	37.24 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,3XL, $	38.50 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,S-XL, $	30.18 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,2XL, $	35.30 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,3XL, $	36.52 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,S-XL, $	29.42 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,2XL, $	34.54 ,
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,3XL, $	35.78 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,S-XL, $	5.54 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,2XL, $	10.18 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,3XL, $	12.82 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,4XL, $	12.82 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,5XL, $	12.82 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,S-XL, $	5.44 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,2XL, $	8.60 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,3XL, $	9.14 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,4XL, $	9.14 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,5XL, $	9.14 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,S-XL, $	5.26 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	9.56 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	12.26 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,4XL, $	12.26 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,5XL, $	12.26 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,S-XL, $	4.96 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	8.62 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	11.56 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,4XL, $	11.56 ,
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,5XL, $	11.56 ,
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,COLORS,YOUTH XS-XL, $	4.90 ,
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,PFD,YOUTH XS-XL, $	4.72 ,
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,HEATHERS,YOUTH XS-XL, $	4.86 ,
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,NEUTRALS,YOUTH XS-XL, $	3.98 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,COLORS,XS-XL, $	5.42 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,COLORS,2XL, $	8.34 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,COLORS,3XL, $	9.52 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,HEATHERS,XS-XL, $	5.06 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	7.16 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	8.38 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,NEUTRALS,XS-XL, $	4.24 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	5.40 ,
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	6.60 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,COLORS,XLT, $	13.84 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,COLORS,2XT, $	14.22 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,COLORS,3XT, $	14.50 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,HEATHERS,XLT, $	12.12 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,HEATHERS,2XT, $	12.50 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,HEATHERS,3XT, $	12.78 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,NEUTRALS,XLT, $	10.62 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,NEUTRALS,2XT, $	10.98 ,
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,NEUTRALS,3XT, $	11.24 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,HEATHERS,S-XL, $	8.60 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,HEATHERS,2XL, $	12.74 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,COLORS,S-XL, $	9.48 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,COLORS,2XL, $	14.46 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,COLORS,3XL, $	16.24 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,HEATHERS,3XL, $	14.76 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,NEUTRALS,S-XL, $	7.34 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,NEUTRALS,2XL, $	11.40 ,
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,NEUTRALS,3XL, $	13.20 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,S-XL, $	11.56 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,2XL, $	15.90 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,3XL, $	18.32 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,4XL, $	18.32 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,5XL, $	18.32 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,S-XL, $	10.02 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,2XL, $	13.66 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,3XL, $	16.04 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,4XL, $	16.04 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,5XL, $	16.04 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,S-XL, $	8.06 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,2XL, $	11.62 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,3XL, $	14.04 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,4XL, $	14.04 ,
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,5XL, $	14.04 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,S-XL, $	11.52 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	16.46 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,3XL, $	19.42 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,4XL, $	19.42 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,5XL, $	19.42 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,S-XL, $	10.28 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	14.58 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,3XL, $	17.56 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,4XL, $	17.56 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,5XL, $	17.56 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,S-XL, $	8.38 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	12.34 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,3XL, $	15.30 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,4XL, $	15.30 ,
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,5XL, $	15.30 ,
G240B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,YOUTH S-XL, $	12.44 ,
G240B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,YOUTH S-XL, $	9.90 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,S-XL, $	15.76 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,2XL, $	20.74 ,
